title,source,published_at,sentiment,confidence,prob_negative,prob_positive,url
"Hubble sees baby stars in Large Magellanic Cloud | Space photo of the day for Jan. 21, 2026",Space.com,2026-01-21T15:00:00Z,Positive,0.9121741652488708,0.08782588690519333,0.9121741652488708,https://www.space.com/astronomy/hubble-space-telescope/hubble-sees-baby-stars-in-large-magellanic-cloud-space-photo-of-the-day-for-jan-21-2026
"Epic Snow, Ramen, Legendary Beer: Air Canada Unveils its First-Ever Winter Seasonal Service to Sapporo",GlobeNewswire,2026-01-21T15:00:00Z,Positive,0.941706120967865,0.05829388648271561,0.941706120967865,https://www.globenewswire.com/news-release/2026/01/21/3222976/0/en/Epic-Snow-Ramen-Legendary-Beer-Air-Canada-Unveils-its-First-Ever-Winter-Seasonal-Service-to-Sapporo.html
The Good Life: Private Parking in Brooklyn,Brownstoner.com,2026-01-21T15:00:00Z,Negative,0.600605309009552,0.600605309009552,0.399394690990448,http://www.brownstoner.com/history/history-curb-cut-parking-cars-brooklyn/
Baking trials: Will a baking stone fix my oven’s hot spots?: A surprising use for this bread-baking tool.,Kingarthurbaking.com,2026-01-21T15:00:00Z,Positive,0.8874766826629639,0.11252328753471375,0.8874766826629639,https://www.kingarthurbaking.com/blog/2026/01/21/fix-oven-hot-spots
Zero-bills homes: how you could pay nothing for your energy,The Week Magazine,2026-01-21T14:58:03Z,Positive,0.9160146117210388,0.0839853510260582,0.9160146117210388,https://theweek.com/environment/zero-bills-homes-how-you-could-pay-nothing-for-your-energy
Ukrainian MP mocks IMF chief’s advice on keeping warm,RT,2026-01-21T14:58:00Z,Negative,0.9795060157775879,0.9795060157775879,0.02049398235976696,https://www.rt.com/russia/631279-ukrainian-mp-mocks-imf-chief/
Texas Faces Freeze While Weekend Snow Risks Rise in New York,Insurance Journal,2026-01-21T14:56:18Z,Negative,0.9318543672561646,0.9318543672561646,0.06814566254615784,https://www.insurancejournal.com/news/southcentral/2026/01/21/855034.htm
Fact-checking US President Trump’s speech marking one year in office,Al Jazeera English,2026-01-21T14:51:11Z,Positive,0.9274134039878845,0.07258661091327667,0.9274134039878845,https://www.aljazeera.com/news/2026/1/21/fact-checking-us-president-trumps-speech-marking-one-year-in-office
Metrolinx claps back at comment claiming they're 'too scared' to rip up streets,blogTO,2026-01-21T14:43:34Z,Negative,0.9475435614585876,0.9475435614585876,0.05245647206902504,https://www.blogto.com/city/2026/01/metrolinx-comment-too-scared-rip-up-streets/
ALMA Observes The Missing Link In Exoplanet Formation,Universe Today,2026-01-21T14:39:00Z,Positive,0.5323096513748169,0.4676903188228607,0.5323096513748169,https://www.universetoday.com/articles/alma-observes-the-missing-link-in-exoplanet-formation
The Battle for One of the Richest and Smallest Counties in Texas,The New Yorker,2026-01-21T14:34:02Z,Negative,0.799494743347168,0.799494743347168,0.20050528645515442,https://www.newyorker.com/news/letter-from-the-southwest/the-battle-for-one-of-the-richest-and-smallest-counties-in-texas
‘Destroy Your Land! Destroy Your Land!’ Trump Berates ‘Stupid’ World Leaders for Buying Windmills,Mediaite,2026-01-21T14:30:56Z,Negative,0.979025661945343,0.979025661945343,0.02097434364259243,https://www.mediaite.com/media/news/destroy-your-land-destroy-your-land-trump-berates-stupid-world-leaders-for-buying-windmills/
"Travis Scott Responds To Pusha T’s ""So Be It"" Diss In New Interview",Rap-Up.com,2026-01-21T14:30:00Z,Negative,0.5771158933639526,0.5771158933639526,0.42288413643836975,https://www.rap-up.com/article/travis-scott-responds-to-pusha-t-so-be-it-diss
Life’s chemistry may begin in the cold darkness of space,Science Daily,2026-01-21T14:18:29Z,Negative,0.9363194704055786,0.9363194704055786,0.06368046253919601,https://www.sciencedaily.com/releases/2026/01/260121034125.htm
"Western Midstream Secures New Deals with Occidental,ConocoPhillips",Rigzone,2026-01-21T14:11:34Z,Positive,0.9940604567527771,0.005939577240496874,0.9940604567527771,https://www.rigzone.com/news/western_midstream_secures_new_deals_with_occidentalconocophillips-21-jan-2026-182817-article/
"Chem-Bio Protective Aircraft Filter Research Report 2026: $2.17 Bn Market Opportunities, Trends, Competitive Landscape, Strategies, and Forecasts, 2020-2025, 2025-2030F, 2035F",GlobeNewswire,2026-01-21T14:09:00Z,Positive,0.9948621392250061,0.0051378365606069565,0.9948621392250061,https://www.globenewswire.com/news-release/2026/01/21/3222889/28124/en/Chem-Bio-Protective-Aircraft-Filter-Research-Report-2026-2-17-Bn-Market-Opportunities-Trends-Competitive-Landscape-Strategies-and-Forecasts-2020-2025-2025-2030F-2035F.html
Barred Spiral Galaxy NGC 1365 from Webb,NASA,2026-01-21T14:06:00Z,Positive,0.7682361006736755,0.23176395893096924,0.7682361006736755,https://apod.nasa.gov/apod/ap260121.html
Venezuela shock threatens to deepen Alberta’s budget woes,Financial Post,2026-01-21T14:05:12Z,Negative,0.947816789150238,0.947816789150238,0.05218325927853584,https://financialpost.com/commodities/energy/oil-gas/venezuela-shock-threatens-to-deepen-albertas-budget-woes
Why Are USA NatGas Prices Rising Today?,Rigzone,2026-01-21T14:01:57Z,Positive,0.7191909551620483,0.28080904483795166,0.7191909551620483,https://www.rigzone.com/news/why_are_usa_natgas_prices_rising_today-21-jan-2026-182816-article/
Air power: Tallying electricity generating potential from retired military aircraft,Eia.gov,2026-01-21T14:00:00Z,Positive,0.8683174252510071,0.13168251514434814,0.8683174252510071,https://www.eia.gov/todayinenergy/detail.php?id=67044
"Off the Schneid: CSU Flies Past Air Force, 81-52",Mwcconnection.com,2026-01-21T14:00:00Z,Negative,0.9441419839859009,0.9441419839859009,0.055857982486486435,https://www.mwcconnection.com/colorado-state-rams-basketball/79462/csu-flies-past-air-force-81-52
What Is Hanes Doing at Paris Fashion Week? (EXCLUSIVE),Highsnobiety,2026-01-21T14:00:00Z,Positive,0.767250120639801,0.2327498495578766,0.767250120639801,https://www.highsnobiety.com/p/hanes-paris-fashion-week/
"World Economic Forum Elites Should Focus on Economics, Not Climate Change, Climate Change News",Wattsupwiththat.com,2026-01-21T14:00:00Z,Negative,0.960595965385437,0.960595965385437,0.03940405696630478,https://wattsupwiththat.com/2026/01/21/world-economic-forum-elites-should-focus-on-economics-not-climate-change-climate-change-news/
Improving the measurement resolution in BOTDR sensor with optimized wavelet denoising strategy,Plos.org,2026-01-21T14:00:00Z,Positive,0.7575849890708923,0.24241505563259125,0.7575849890708923,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0341131
Germany’s Coal Plants Return to Profit,OilPrice.com,2026-01-21T14:00:00Z,Positive,0.5628166198730469,0.4371833801269531,0.5628166198730469,https://oilprice.com/Latest-Energy-News/World-News/Germanys-Coal-Plants-Return-to-Profit.html
Unraveling claim Border Patrol chief Greg Bovino wore 'Nazi uniform',Snopes.com,2026-01-21T14:00:00Z,Positive,0.7541399002075195,0.24586009979248047,0.7541399002075195,https://www.snopes.com//news/2026/01/21/bovino-ss-uniform-claim/
"Clinical presentation, etiology, and treatment outcomes of mycetoma: A 25-year retrospective study in Southern Thailand",Plos.org,2026-01-21T14:00:00Z,Negative,0.6559839844703674,0.6559839844703674,0.3440159559249878,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0013818
The plan to build massive data center in Imperial County — without environmental review,KPBS,2026-01-21T14:00:00Z,Positive,0.7218397855758667,0.2781601846218109,0.7218397855758667,https://www.kpbs.org/news/environment/2026/01/21/the-plan-to-build-a-massive-data-center-in-imperial-county-without-environmental-review
Greenland’s strategic position in seven maps: Why Trump wants the island,Al Jazeera English,2026-01-21T13:56:16Z,Positive,0.9699764847755432,0.03002350404858589,0.9699764847755432,https://www.aljazeera.com/news/2026/1/21/greenlands-strategic-position-in-seven-maps-why-trump-wants-the-island
Meet Two Conservative Trolls Grifting Off Minneapolis Chaos,Wonkette.com,2026-01-21T13:55:10Z,Negative,0.7891462445259094,0.7891462445259094,0.21085378527641296,https://www.wonkette.com/p/meet-two-conservative-trolls-grifting
Qatar Says Watered-Down EU Rules Open Door to More Gas Deals,Financial Post,2026-01-21T13:54:56Z,Positive,0.9724107384681702,0.027589261531829834,0.9724107384681702,https://financialpost.com/pmn/business-pmn/qatar-says-watered-down-eu-rules-open-door-to-more-gas-deals
"AI Boom Shifts the Mix of GE Vernova’s Customers, CEO Says",Financial Post,2026-01-21T13:50:00Z,Negative,0.5655764937400818,0.5655764937400818,0.4344235062599182,https://financialpost.com/pmn/business-pmn/ai-boom-shifts-the-mix-of-ge-vernovas-customers-ceo-says
Natural gas prices soar as Arctic cold to blast Upper Midwest and descend across U.S.,CNBC,2026-01-21T13:48:13Z,Negative,0.5546122193336487,0.5546122193336487,0.4453877806663513,https://www.cnbc.com/2026/01/21/nautral-gas-prices-soar-as-winter-storm-arctic-cold-to-blast-us.html
MHI and ITB Deepen Research Collaboration on Ammonia-Based Clean Power in Indonesia,Antaranews.com,2026-01-21T13:47:51Z,Positive,0.9946204423904419,0.005379526410251856,0.9946204423904419,https://en.antaranews.com/news/400962/mhi-and-itb-deepen-research-collaboration-on-ammonia-based-clean-power-in-indonesia
Japan’s TEPCO Restarts Nuclear Reactor for First Time Since Fukushima Disaster in 2011,Insurance Journal,2026-01-21T13:44:06Z,Positive,0.9384982585906982,0.06150178611278534,0.9384982585906982,https://www.insurancejournal.com/news/international/2026/01/21/854998.htm
"Coastal Surveillance Research Report 2026: $52.58 Bn Market Opportunities, Trends, Competitive Landscape, Strategies, and Forecasts, 2020-2025, 2025-2030F, 2035F",GlobeNewswire,2026-01-21T13:43:00Z,Positive,0.9660727977752686,0.03392720967531204,0.9660727977752686,https://www.globenewswire.com/news-release/2026/01/21/3222805/28124/en/Coastal-Surveillance-Research-Report-2026-52-58-Bn-Market-Opportunities-Trends-Competitive-Landscape-Strategies-and-Forecasts-2020-2025-2025-2030F-2035F.html
"Marine Hybrid and Full Electric Propulsion Research Report 2026: $8.5+ Bn Market Opportunities, Trends, Competitive Landscape, Strategies, and Forecasts, 2020-2025, 2025-2030F, 2035F",GlobeNewswire,2026-01-21T13:42:00Z,Positive,0.9943848848342896,0.005615065805613995,0.9943848848342896,https://www.globenewswire.com/news-release/2026/01/21/3222804/28124/en/Marine-Hybrid-and-Full-Electric-Propulsion-Research-Report-2026-8-5-Bn-Market-Opportunities-Trends-Competitive-Landscape-Strategies-and-Forecasts-2020-2025-2025-2030F-2035F.html
What we learned from the Spurs loss to the Rockets,Pounding The Rock ,2026-01-21T13:41:44Z,Positive,0.8549661636352539,0.14503388106822968,0.8549661636352539,https://www.poundingtherock.com/spurs-analysis/93497/what-we-learned-from-the-spurs-loss-to-the-rockets
From Greenland to Macron's sunglasses: Key points from Donald Trump's Davos speech,Sky.com,2026-01-21T13:40:00Z,Positive,0.645058810710907,0.354941189289093,0.645058810710907,https://news.sky.com/story/key-points-from-donald-trumps-davos-speech-13497157
US futures climb and gold hits another record as markets steady ahead of Trump’s speech at Davos,Boston Herald,2026-01-21T13:39:02Z,Negative,0.7706455588340759,0.7706455588340759,0.22935445606708527,https://www.bostonherald.com/2026/01/21/stock-market-trump-davos-impact/
"Despite its steep environmental costs, AI might also help save the planet",The Conversation Africa,2026-01-21T13:35:45Z,Negative,0.5618958473205566,0.5618958473205566,0.43810412287712097,https://theconversation.com/despite-its-steep-environmental-costs-ai-might-also-help-save-the-planet-272474
Why Red States Are More Affordable Than Blue States,Daily Signal,2026-01-21T13:30:00Z,Positive,0.8861333727836609,0.11386662721633911,0.8861333727836609,https://www.dailysignal.com/2026/01/21/why-red-states-are-more-affordable-than-blue-states/
How Did Kamala Harris Pay for an $8M Malibu Mansion? The Question Democrats Can't Shrug Off,International Business Times,2026-01-21T13:29:55Z,Positive,0.500389814376831,0.49961015582084656,0.500389814376831,https://www.ibtimes.com/how-did-kamala-harris-pay-8m-malibu-mansion-question-democrats-cant-shrug-off-3795934
Markets slip for third day as Rupee hits record low of 91.70 against dollar,BusinessLine,2026-01-21T13:27:45Z,Negative,0.9604377150535583,0.9604377150535583,0.03956231847405434,https://www.thehindubusinessline.com/markets/markets-slip-for-third-day-as-rupee-hits-record-low-of-9170-against-dollar/article70533755.ece
2.7L-Powered 1972 Porsche 911T Coupe 5-Speed,Bringatrailer.com,2026-01-21T13:25:14Z,Positive,0.9709775447845459,0.02902247942984104,0.9709775447845459,https://bringatrailer.com/listing/1972-porsche-911t-coupe-33/
These Stocks and Sectors Would Take the First Hit if Trump's Greenland Fight Turns Real,International Business Times,2026-01-21T13:24:09Z,Negative,0.9426544308662415,0.9426544308662415,0.05734564736485481,https://www.ibtimes.com/these-stocks-sectors-would-take-first-hit-if-trumps-greenland-fight-turns-real-3795905
"Can Europe break with Trump? A tale of energy, defence, economic dependence",Al Jazeera English,2026-01-21T13:20:59Z,Negative,0.9809711575508118,0.9809711575508118,0.019028807058930397,https://www.aljazeera.com/economy/2026/1/21/can-europe-break-with-trump-a-tale-of-energy-defence-economic-dependence
"The 'sell America' trade, Trump arrives in Davos, Netflix earnings and more in Morning Squawk",CNBC,2026-01-21T13:18:57Z,Negative,0.8291676044464111,0.8291676044464111,0.17083242535591125,https://www.cnbc.com/2026/01/21/5-things-to-know-before-the-stock-market-opens.html
"Facing Possible Arrest, Minnesota Lawyer Defends Protest at Church Whose Pastor Is Top ICE Official",Democracy Now!,2026-01-21T13:15:14Z,Negative,0.9624475240707397,0.9624475240707397,0.03755248710513115,https://www.democracynow.org/2026/1/21/nekima_levy_armstrong_minneapolis_ice_protest
Show HN: Ethbacknode – a back end-oriented Ethereum node abstraction (Go),Github.com,2026-01-21T13:13:58Z,Positive,0.5679236054420471,0.4320763647556305,0.5679236054420471,https://github.com/ITProLabDev/ethbacknode
EU Hydrogen Matchmaking Platform Opens for Buyer Expressions of Interest,Rigzone,2026-01-21T13:12:08Z,Positive,0.9918574690818787,0.008142516016960144,0.9918574690818787,https://www.rigzone.com/news/eu_hydrogen_matchmaking_platform_opens_for_buyer_expressions_of_interest-21-jan-2026-182815-article/
Snow is vital for the Pyrenees – and it’s disappearing fast,The Conversation Africa,2026-01-21T13:07:44Z,Negative,0.9578884840011597,0.9578884840011597,0.04211146757006645,https://theconversation.com/snow-is-vital-for-the-pyrenees-and-its-disappearing-fast-273857
NAPC Defense to Showcase CornerShot USA at 2026 NASRO National School Safety Conference,GlobeNewswire,2026-01-21T13:05:00Z,Positive,0.9696711897850037,0.030328793451189995,0.9696711897850037,https://www.globenewswire.com/news-release/2026/01/21/3222756/0/en/NAPC-Defense-to-Showcase-CornerShot-USA-at-2026-NASRO-National-School-Safety-Conference.html
Ne Zha 2: The Best Movie You Haven’t Heard Of,Scalzi.com,2026-01-21T13:00:25Z,Negative,0.8828562498092651,0.8828562498092651,0.11714377254247665,https://whatever.scalzi.com/2026/01/21/ne-zha-2-the-best-movie-you-havent-heard-of/
IEA Raises Forecast of Global Oil Demand Growth in 2026,OilPrice.com,2026-01-21T13:00:00Z,Positive,0.9738519787788391,0.026147980242967606,0.9738519787788391,https://oilprice.com/Latest-Energy-News/World-News/IEA-Raises-Forecast-of-Global-Oil-Demand-Growth-in-2026.html
"In wake of new energy pact, could China invest in West Coast pipeline?",CBC News,2026-01-21T13:00:00Z,Negative,0.9675466418266296,0.9675466418266296,0.032453399151563644,https://www.cbc.ca/news/canada/calgary/china-west-coast-pipeline-mark-carney-xi-jinping-9.7053602
How Do Impact Investors Know If They Are Having an Impact?,Yale.edu,2026-01-21T12:58:53Z,Negative,0.8811621069908142,0.8811621069908142,0.11883782595396042,https://insights.som.yale.edu/insights/how-do-impact-investors-know-if-they-are-having-an-impact
Sean Payton turns to Hall of Fame mentor in dealing with Broncos QB crisis,USA Today,2026-01-21T12:55:24Z,Negative,0.701262354850769,0.701262354850769,0.29873770475387573,https://www.usatoday.com/story/sports/nfl/broncos/2026/01/21/sean-payton-mentor-bill-parcells-super-bowl-backup-quarterback/88279717007/
"Minister asks ECN, REA to boost local production of power equipment",The Punch,2026-01-21T12:51:17Z,Positive,0.9914815425872803,0.008518501184880733,0.9914815425872803,https://punchng.com/minister-asks-ecn-rea-to-boost-local-production-of-power-equipment/
"15 Years After Fukushima, a Big Nuclear Plant Is Back Online",Newser,2026-01-21T12:51:00Z,Negative,0.9467642903327942,0.9467642903327942,0.0532357394695282,https://www.newser.com/story/382312/15-years-after-fukushima-a-big-nuclear-plant-is-back-online.html
Russian strikes kill two in Ukraine,The Punch,2026-01-21T12:45:20Z,Negative,0.9445675611495972,0.9445675611495972,0.05543241649866104,https://punchng.com/russian-strikes-kill-two-in-ukraine/
Assam secures Rs 1 lakh cr investment commitment in first year at WEF,The Times of India,2026-01-21T12:39:53Z,Positive,0.9939397573471069,0.006060229614377022,0.9939397573471069,https://economictimes.indiatimes.com/news/india/assam-secures-rs-1-lakh-cr-investment-commitment-in-first-year-at-wef/articleshow/126987956.cms
76 Fascinating Photos From The US Past You Need To See,Boredpanda.com,2026-01-21T12:27:22Z,Negative,0.9623831510543823,0.9623831510543823,0.03761686757206917,https://www.boredpanda.com/united-states-history-pics-facts-msn/
Everything that changes in Germany in February 2026,The Local Germany,2026-01-21T12:22:10Z,Negative,0.6209609508514404,0.6209609508514404,0.37903904914855957,https://www.thelocal.de/20260121/everything-that-changes-in-germany-in-february-2026
A historic snow-and-ice storm is about to hit the American South & mid-Atlantic,Celebitchy.com,2026-01-21T12:20:14Z,Negative,0.9525308012962341,0.9525308012962341,0.047469258308410645,https://www.celebitchy.com/958148/a_historic_snow-and-ice_storm_is_about_to_hit_the_american_south_mid-atlantic/
"What to expect from Trump's Davos speech. And, the DOJ subpoenas Minnesota officials",NPR,2026-01-21T12:11:33Z,Negative,0.7505837678909302,0.7505837678909302,0.2494162768125534,https://www.npr.org/2026/01/21/g-s1-106649/up-first-newsletter-trump-world-economic-forum-doj-subpoenas-minnesota-scotus-fed
Women Share 28 Times Men Came Across As Creeps Without Realizing It,Boredpanda.com,2026-01-21T12:08:29Z,Negative,0.8577587604522705,0.8577587604522705,0.1422412097454071,https://www.boredpanda.com/men-unintentionally-give-off-creepy-vibes-msn/
ALMA survey maps turbulent youth of distant planetary systems,Space Daily,2026-01-21T12:07:45Z,Negative,0.7038821578025818,0.7038821578025818,0.2961178421974182,https://www.spacedaily.com/reports/ALMA_survey_maps_turbulent_youth_of_distant_planetary_systems_999.html
Cosmic dust chemistry forges peptide building blocks in deep space,Space Daily,2026-01-21T12:07:45Z,Positive,0.9725016951560974,0.027498263865709305,0.9725016951560974,https://www.spacedaily.com/reports/Cosmic_dust_chemistry_forges_peptide_building_blocks_in_deep_space_999.html
Polar weather on Jupiter and Saturn hints at the planets' interior details,Space Daily,2026-01-21T12:07:45Z,Negative,0.5773245692253113,0.5773245692253113,0.42267540097236633,https://www.spacedaily.com/reports/Polar_weather_on_Jupiter_and_Saturn_hints_at_the_planets_interior_details_999.html
AMD eyes $1 billion data center deal in this small Texas town,Austin American-Statesman,2026-01-21T12:07:45Z,Positive,0.9906208515167236,0.009379182942211628,0.9906208515167236,https://www.statesman.com/business/technology/article/amd-data-center-rockdale-texas-21305481.php
AI search tool helps design next generation hydrogen jet engine,Space Daily,2026-01-21T12:07:31Z,Positive,0.9812309145927429,0.018769090995192528,0.9812309145927429,https://www.spacedaily.com/reports/AI_search_tool_helps_design_next_generation_hydrogen_jet_engine_999.html
Bulgaria Acquires 10 Percent in Han Asparuh Block,Rigzone,2026-01-21T12:05:20Z,Positive,0.9929693341255188,0.007030644919723272,0.9929693341255188,https://www.rigzone.com/news/bulgaria_acquires_10_percent_in_han_asparuh_block-21-jan-2026-182814-article/
Legal battles over immigration enforcement operation in Minnesota intensify,Boston Herald,2026-01-21T12:02:16Z,Negative,0.9756103754043579,0.9756103754043579,0.02438969351351261,https://www.bostonherald.com/2026/01/21/minnesota-immigration-enforcement-legal-battles/
"After The American Age. Tabs, Wed., Jan. 21, 2026",Wonkette.com,2026-01-21T12:01:02Z,Positive,0.5623952150344849,0.43760475516319275,0.5623952150344849,https://www.wonkette.com/p/after-the-american-age-tabs-wed-jan
Exclusive: Republican Michele Tafoya Enters Minnesota Senate Race to End 'Craziness and Corruption',Breitbart News,2026-01-21T12:00:21Z,Negative,0.9178584814071655,0.9178584814071655,0.08214148879051208,https://www.breitbart.com/politics/2026/01/21/michele-tafoya-enters-minnesota-senate-race-end-corruption/
"U.S. Geological Survey Report Shows Massive Untapped Oil, Gas Reserves in Texas",Legalinsurrection.com,2026-01-21T12:00:21Z,Positive,0.9408776164054871,0.059122394770383835,0.9408776164054871,https://legalinsurrection.com/2026/01/u-s-geological-survey-report-shows-massive-untapped-oil-gas-reserves-in-texas/
How Affordability Became America’s Conversation,pymnts.com,2026-01-21T12:00:00Z,Negative,0.9008468985557556,0.9008468985557556,0.099153071641922,https://www.pymnts.com/consumer-insights/2026/how-affordability-became-americas-conversation/
"Stock Market Today, Jan. 21: Trump travels to Switzerland amid Greenland exchange",TheStreet,2026-01-21T11:58:19Z,Positive,0.8898667097091675,0.11013326793909073,0.8898667097091675,https://www.thestreet.com/latest-news/stock-market-today-jan-21-trump-travels-to-switzerland-amid-greenland-exchange
Edmunds tests the BMW X5 and Mercedes GLE seeking the better luxury plug-in SUV,ABC News,2026-01-21T11:57:44Z,Positive,0.9685796499252319,0.03142035752534866,0.9685796499252319,https://abcnews.go.com/Business/wireStory/edmunds-tests-bmw-x5-mercedes-gle-seeking-luxury-129413169
"Northern Oil and Gas price target lowered by $1 at Mizuho, here's why",Thefly.com,2026-01-21T11:47:23Z,Negative,0.953629732131958,0.953629732131958,0.04637022688984871,https://legacy.thefly.com/permalinks/entry.php/id4274678/NOG-Northern-Oil-and-Gas-price-target-lowered-by--at-Mizuho-heres-why
"Autonomous Underwater Vehicles Research Report 2026: $6.63 Bn Market Opportunities, Trends, Competitive Landscape, Strategies, and Forecasts, 2020-2025, 2025-2030F, 2035F",GlobeNewswire,2026-01-21T11:46:00Z,Positive,0.9951227307319641,0.004877210594713688,0.9951227307319641,https://www.globenewswire.com/news-release/2026/01/21/3222621/28124/en/Autonomous-Underwater-Vehicles-Research-Report-2026-6-63-Bn-Market-Opportunities-Trends-Competitive-Landscape-Strategies-and-Forecasts-2020-2025-2025-2030F-2035F.html
Ukraine anti-corruption body investigates former senior presidential aide,The Star Online,2026-01-21T11:40:00Z,Negative,0.9650951623916626,0.9650951623916626,0.034904830157756805,https://www.thestar.com.my/news/world/2026/01/21/ukraine-anti-corruption-body-investigates-former-senior-presidential-aide
