asset_ticker,asset_type,query_keyword,news_category,title,description,source,published_at,sentiment,confidence,prob_negative,prob_positive,url,is_financial,financial_confidence,financial_label
SP500,Index,CATEGORY_BUSINESS,business,White House crypto meeting dug into stablecoin yield debate on market structure bill - CoinDesk,Industry insiders met with Patrick Witt and others in President Donald Trump's administration to try to hash out the impasse over the Senate's crypto bill.,CoinDesk,2026-02-02T23:37:30Z,Negative,0.9659422636032104,0.9659422636032104,0.0340577326714992,https://www.coindesk.com/policy/2026/02/02/white-house-crypto-meeting-on-market-structure-bill,0,0.01426343247294426,Non-Financial
HO,Company,CATEGORY_BUSINESS,business,White House crypto meeting dug into stablecoin yield debate on market structure bill - CoinDesk,Industry insiders met with Patrick Witt and others in President Donald Trump's administration to try to hash out the impasse over the Senate's crypto bill.,CoinDesk,2026-02-02T23:37:30Z,Negative,0.9659422636032104,0.9659422636032104,0.0340577326714992,https://www.coindesk.com/policy/2026/02/02/white-house-crypto-meeting-on-market-structure-bill,0,0.01426343247294426,Non-Financial
SP500,Index,CATEGORY_BUSINESS,business,Trump says DOJ should continue Fed Chair Powell probe 'to the end' - CNBC,"Sen. Thom Tillis said he would oppose any new Fed nominees until the Powell probe is resolved, the same day Trump announced Kevin Warsh as his Fed chair pick.",CNBC,2026-02-02T23:24:20Z,Negative,0.9648202061653136,0.9648202061653136,0.0351797901093959,https://www.cnbc.com/2026/02/02/trump-powell-pirro-warsh-fed-tillis.html,1,0.9995885491371155,Financial
TSLA,Company,CATEGORY_BUSINESS,business,Trump says DOJ should continue Fed Chair Powell probe 'to the end' - CNBC,"Sen. Thom Tillis said he would oppose any new Fed nominees until the Powell probe is resolved, the same day Trump announced Kevin Warsh as his Fed chair pick.",CNBC,2026-02-02T23:24:20Z,Negative,0.9648202061653136,0.9648202061653136,0.0351797901093959,https://www.cnbc.com/2026/02/02/trump-powell-pirro-warsh-fed-tillis.html,1,0.9995885491371155,Financial
HO,Company,CATEGORY_BUSINESS,business,Trump says DOJ should continue Fed Chair Powell probe 'to the end' - CNBC,"Sen. Thom Tillis said he would oppose any new Fed nominees until the Powell probe is resolved, the same day Trump announced Kevin Warsh as his Fed chair pick.",CNBC,2026-02-02T23:24:20Z,Negative,0.9648202061653136,0.9648202061653136,0.0351797901093959,https://www.cnbc.com/2026/02/02/trump-powell-pirro-warsh-fed-tillis.html,1,0.9995885491371155,Financial
AIR,Company,CATEGORY_BUSINESS,business,Trump says DOJ should continue Fed Chair Powell probe 'to the end' - CNBC,"Sen. Thom Tillis said he would oppose any new Fed nominees until the Powell probe is resolved, the same day Trump announced Kevin Warsh as his Fed chair pick.",CNBC,2026-02-02T23:24:20Z,Negative,0.9648202061653136,0.9648202061653136,0.0351797901093959,https://www.cnbc.com/2026/02/02/trump-powell-pirro-warsh-fed-tillis.html,1,0.9995885491371155,Financial
UNKNOWN,Unknown,CATEGORY_BUSINESS,business,Waymo raises $16B to scale robotaxi fleet internationally - TechCrunch,"Waymo said the funds will be used to fuel its growth, which has accelerated over the past year and doesn't appear to be slowing.",TechCrunch,2026-02-02T23:04:33Z,Positive,0.9790121912956238,0.0209878403693437,0.9790121912956238,https://techcrunch.com/2026/02/02/waymo-raises-16-billion-round-to-scale-robotaxi-fleet-london-tokyo/,0,0.00046498654410243034,Non-Financial
UNKNOWN,Unknown,CATEGORY_BUSINESS,business,Palantir Earnings: Stock Rises on Strong Results - Barron's,,Barron's,2026-02-02T22:57:00Z,Positive,0.9857823848724364,0.014217565767467,0.9857823848724364,https://www.barrons.com/articles/palantir-earnings-stock-price-3d49fa8b,1,0.9998189806938171,Financial
SP500,Index,CATEGORY_BUSINESS,business,"Stock Market News, Feb. 2, 2026: Dow ends up over 500 points, S&P 500 just shy of record after strong manufacturing data; Trump says U.S. and India have reached trade deal; Oil and gold decline. - MarketWatch",Stocks finished higher on Monday as investors reacted to manufacturing data in January. President Trump said U.S. and India have reached trade deal.,MarketWatch,2026-02-02T21:37:00Z,Negative,0.7816264629364014,0.7816264629364014,0.2183735817670822,https://www.marketwatch.com/livecoverage/stock-market-today-dow-set-for-300-point-retreat-as-s-p-500-nasdaq-set-to-fall-on-ai-fears,1,0.9997140765190125,Financial
TTE,Company,CATEGORY_BUSINESS,business,"Stock Market News, Feb. 2, 2026: Dow ends up over 500 points, S&P 500 just shy of record after strong manufacturing data; Trump says U.S. and India have reached trade deal; Oil and gold decline. - MarketWatch",Stocks finished higher on Monday as investors reacted to manufacturing data in January. President Trump said U.S. and India have reached trade deal.,MarketWatch,2026-02-02T21:37:00Z,Negative,0.7816264629364014,0.7816264629364014,0.2183735817670822,https://www.marketwatch.com/livecoverage/stock-market-today-dow-set-for-300-point-retreat-as-s-p-500-nasdaq-set-to-fall-on-ai-fears,1,0.9997140765190125,Financial
GOLD,Commodity,CATEGORY_BUSINESS,business,"Stock Market News, Feb. 2, 2026: Dow ends up over 500 points, S&P 500 just shy of record after strong manufacturing data; Trump says U.S. and India have reached trade deal; Oil and gold decline. - MarketWatch",Stocks finished higher on Monday as investors reacted to manufacturing data in January. President Trump said U.S. and India have reached trade deal.,MarketWatch,2026-02-02T21:37:00Z,Negative,0.7816264629364014,0.7816264629364014,0.2183735817670822,https://www.marketwatch.com/livecoverage/stock-market-today-dow-set-for-300-point-retreat-as-s-p-500-nasdaq-set-to-fall-on-ai-fears,1,0.9997140765190125,Financial
TSLA,Company,CATEGORY_BUSINESS,business,Con Ed blames salt spread after thousands lose power in Brooklyn - Gothamist,"Con Ed’s repair times are taking longer because of snow, ice and parked cars preventing access to key infrastructure.",Gothamist,2026-02-02T21:36:00Z,Negative,0.95544171333313,0.95544171333313,0.0445583090186119,https://gothamist.com/news/con-ed-blames-salt-spread-after-thousands-lose-power-in-brooklyn,0,0.001196183729916811,Non-Financial
SAN,Company,CATEGORY_BUSINESS,business,Con Ed blames salt spread after thousands lose power in Brooklyn - Gothamist,"Con Ed’s repair times are taking longer because of snow, ice and parked cars preventing access to key infrastructure.",Gothamist,2026-02-02T21:36:00Z,Negative,0.95544171333313,0.95544171333313,0.0445583090186119,https://gothamist.com/news/con-ed-blames-salt-spread-after-thousands-lose-power-in-brooklyn,0,0.001196183729916811,Non-Financial
HO,Company,CATEGORY_BUSINESS,business,Con Ed blames salt spread after thousands lose power in Brooklyn - Gothamist,"Con Ed’s repair times are taking longer because of snow, ice and parked cars preventing access to key infrastructure.",Gothamist,2026-02-02T21:36:00Z,Negative,0.95544171333313,0.95544171333313,0.0445583090186119,https://gothamist.com/news/con-ed-blames-salt-spread-after-thousands-lose-power-in-brooklyn,0,0.001196183729916811,Non-Financial
AIR,Company,CATEGORY_BUSINESS,business,Con Ed blames salt spread after thousands lose power in Brooklyn - Gothamist,"Con Ed’s repair times are taking longer because of snow, ice and parked cars preventing access to key infrastructure.",Gothamist,2026-02-02T21:36:00Z,Negative,0.95544171333313,0.95544171333313,0.0445583090186119,https://gothamist.com/news/con-ed-blames-salt-spread-after-thousands-lose-power-in-brooklyn,0,0.001196183729916811,Non-Financial
SP500,Index,CATEGORY_BUSINESS,business,Court orders restart of all US offshore wind construction - Ars Technica,"Trump admin's ""it's classified"" ploy put on hold in five different cases.",Ars Technica,2026-02-02T20:43:31Z,Positive,0.688413679599762,0.311586320400238,0.688413679599762,https://arstechnica.com/science/2026/02/court-orders-restart-of-all-us-offshore-wind-construction/,1,0.9979775547981262,Financial
HO,Company,CATEGORY_BUSINESS,business,Court orders restart of all US offshore wind construction - Ars Technica,"Trump admin's ""it's classified"" ploy put on hold in five different cases.",Ars Technica,2026-02-02T20:43:31Z,Positive,0.688413679599762,0.311586320400238,0.688413679599762,https://arstechnica.com/science/2026/02/court-orders-restart-of-all-us-offshore-wind-construction/,1,0.9979775547981262,Financial
SP500,Index,CATEGORY_BUSINESS,business,Devon Energy to Buy Coterra for $21.5 Billion to Create Shale Giant - The Wall Street Journal,The deal is one of the largest to be announced in the oil patch in recent years,The Wall Street Journal,2026-02-02T19:17:00Z,Positive,0.985879123210907,0.0141208264976739,0.985879123210907,https://www.wsj.com/business/deals/devon-coterra-to-merge-in-58-billion-deal-c6509a75,1,0.9996254444122314,Financial
TSLA,Company,CATEGORY_BUSINESS,business,Devon Energy to Buy Coterra for $21.5 Billion to Create Shale Giant - The Wall Street Journal,The deal is one of the largest to be announced in the oil patch in recent years,The Wall Street Journal,2026-02-02T19:17:00Z,Positive,0.985879123210907,0.0141208264976739,0.985879123210907,https://www.wsj.com/business/deals/devon-coterra-to-merge-in-58-billion-deal-c6509a75,1,0.9996254444122314,Financial
ENGI,Company,CATEGORY_BUSINESS,business,Devon Energy to Buy Coterra for $21.5 Billion to Create Shale Giant - The Wall Street Journal,The deal is one of the largest to be announced in the oil patch in recent years,The Wall Street Journal,2026-02-02T19:17:00Z,Positive,0.985879123210907,0.0141208264976739,0.985879123210907,https://www.wsj.com/business/deals/devon-coterra-to-merge-in-58-billion-deal-c6509a75,1,0.9996254444122314,Financial
TTE,Company,CATEGORY_BUSINESS,business,Devon Energy to Buy Coterra for $21.5 Billion to Create Shale Giant - The Wall Street Journal,The deal is one of the largest to be announced in the oil patch in recent years,The Wall Street Journal,2026-02-02T19:17:00Z,Positive,0.985879123210907,0.0141208264976739,0.985879123210907,https://www.wsj.com/business/deals/devon-coterra-to-merge-in-58-billion-deal-c6509a75,1,0.9996254444122314,Financial
AAPL,Company,CATEGORY_BUSINESS,business,Jobs report postponed due to government shutdown - Axios,The economic data fog created by the October-November government shutdown was just starting to lift.,Axios,2026-02-02T18:54:18Z,Negative,0.9097536206245422,0.9097536206245422,0.0902463793754577,https://www.axios.com/2026/02/02/jobs-report-postponed-shutdown,1,0.999133288860321,Financial
TSLA,Company,CATEGORY_BUSINESS,business,"Nvidia is Poised to Make ""The Largest Investment We've Ever Made."" Here's What It Means for Investors - The Motley Fool","Enigmatic CEO Jensen Huang called the potential investment ""huge.""",Motley Fool,2026-02-02T18:29:00Z,Positive,0.9742265343666076,0.0257734805345535,0.9742265343666076,https://www.fool.com/investing/2026/02/02/nvidia-is-poised-to-make-the-largest-investment-we/,1,0.9880177974700928,Financial
TSLA,Company,CATEGORY_BUSINESS,business,Top AI leaders are begging people not to use Moltbook: It’s a ‘disaster waiting to happen’ - Fortune,"Moltbook might be fake, but even worse, it’s dangerous to run on your personal computer, experts say.",Fortune,2026-02-02T18:27:00Z,Negative,0.9709292054176332,0.9709292054176332,0.0290707759559154,https://fortune.com/2026/02/02/moltbook-security-agents-singularity-disaster-gary-marcus-andrej-karpathy/,0,0.00012096492719138041,Non-Financial
SP500,Index,CATEGORY_BUSINESS,business,Oil Prices Retreat On U.S.-Iran Talks. This Supermajor Is Downgraded. - Investor's Business Daily,Crude oil had surged last week on Trump's Iran threats.,Investor's Business Daily,2026-02-02T18:02:00Z,Negative,0.9464661478996276,0.9464661478996276,0.0535338893532753,https://www.investors.com/news/oil-prices-iran-talks-chevron-downgrade-stock-market/,1,0.9912976026535034,Financial
TTE,Company,CATEGORY_BUSINESS,business,Oil Prices Retreat On U.S.-Iran Talks. This Supermajor Is Downgraded. - Investor's Business Daily,Crude oil had surged last week on Trump's Iran threats.,Investor's Business Daily,2026-02-02T18:02:00Z,Negative,0.9464661478996276,0.9464661478996276,0.0535338893532753,https://www.investors.com/news/oil-prices-iran-talks-chevron-downgrade-stock-market/,1,0.9912976026535034,Financial
OIL,Commodity,CATEGORY_BUSINESS,business,Oil Prices Retreat On U.S.-Iran Talks. This Supermajor Is Downgraded. - Investor's Business Daily,Crude oil had surged last week on Trump's Iran threats.,Investor's Business Daily,2026-02-02T18:02:00Z,Negative,0.9464661478996276,0.9464661478996276,0.0535338893532753,https://www.investors.com/news/oil-prices-iran-talks-chevron-downgrade-stock-market/,1,0.9912976026535034,Financial
SP500,Index,CATEGORY_BUSINESS,business,Disney warns of hit from flagging foreign visits - BBC,"The company says international visits to its US parks are weakening, with analysts pointing to President Donald Trump's policies.",BBC News,2026-02-02T17:44:27Z,Negative,0.956941306591034,0.956941306591034,0.0430586636066436,https://www.bbc.com/news/articles/cy8pzzmpdz9o,1,0.8344703316688538,Financial
SP500,Index,CATEGORY_BUSINESS,business,How a ‘spy sheikh’ bought 49% of the Trump family’s flagship crypto company - Fortune,Investors with ties to the Abu Dhabi royal family signed a deal to inject $500 million into World Liberty Financial.,Fortune,2026-02-02T17:37:00Z,Positive,0.9876932501792908,0.0123067321255803,0.9876932501792908,https://fortune.com/2026/02/02/world-liberty-financial-spy-sheikh-500-million-trump-family-conflicts-of-interest/,1,0.9941593408584595,Financial
HO,Company,CATEGORY_BUSINESS,business,How a ‘spy sheikh’ bought 49% of the Trump family’s flagship crypto company - Fortune,Investors with ties to the Abu Dhabi royal family signed a deal to inject $500 million into World Liberty Financial.,Fortune,2026-02-02T17:37:00Z,Positive,0.9876932501792908,0.0123067321255803,0.9876932501792908,https://fortune.com/2026/02/02/world-liberty-financial-spy-sheikh-500-million-trump-family-conflicts-of-interest/,1,0.9941593408584595,Financial
AAPL,Company,CATEGORY_BUSINESS,business,Why These 2 Stocks Remain My Top Stocks to Buy for 2026 and Beyond - The Motley Fool,Apple's surging iPhone sales and Berkshire's $378 billion cash hoard make a nice pair as an anchor for my portfolio in 2026.,Motley Fool,2026-02-02T17:19:00Z,Positive,0.9136165380477904,0.0863834470510482,0.9136165380477904,https://www.fool.com/investing/2026/02/02/why-these-2-stocks-remain-my-top-stocks-to-buy-for/,1,0.9978221654891968,Financial
HO,Company,CATEGORY_BUSINESS,business,Why These 2 Stocks Remain My Top Stocks to Buy for 2026 and Beyond - The Motley Fool,Apple's surging iPhone sales and Berkshire's $378 billion cash hoard make a nice pair as an anchor for my portfolio in 2026.,Motley Fool,2026-02-02T17:19:00Z,Positive,0.9136165380477904,0.0863834470510482,0.9136165380477904,https://www.fool.com/investing/2026/02/02/why-these-2-stocks-remain-my-top-stocks-to-buy-for/,1,0.9978221654891968,Financial
AIR,Company,CATEGORY_BUSINESS,business,Why These 2 Stocks Remain My Top Stocks to Buy for 2026 and Beyond - The Motley Fool,Apple's surging iPhone sales and Berkshire's $378 billion cash hoard make a nice pair as an anchor for my portfolio in 2026.,Motley Fool,2026-02-02T17:19:00Z,Positive,0.9136165380477904,0.0863834470510482,0.9136165380477904,https://www.fool.com/investing/2026/02/02/why-these-2-stocks-remain-my-top-stocks-to-buy-for/,1,0.9978221654891968,Financial
GOLD,Commodity,CATEGORY_BUSINESS,business,Warning for sellers amid rollercoaster gold and silver prices - BBC,Experts say there are things to consider before selling off your gold or silver.,BBC News,2026-02-02T16:51:14Z,Negative,0.9028668403625488,0.9028668403625488,0.0971332117915153,https://www.bbc.com/news/articles/clymp0ngg36o,1,0.9862489104270935,Financial
AMZN,Company,CATEGORY_BUSINESS,business,"Amazon layoffs hit nearly 2,200 in Washington state, more than half in core product and engineering roles - GeekWire","Software development roles account for the largest share of the layoffs, with engineering management, program management, and technical product roles also hit hard.",GeekWire,2026-02-02T16:48:21Z,Negative,0.9493752717971802,0.9493752717971802,0.0506247505545616,https://www.geekwire.com/2026/amazon-layoffs-hit-nearly-2200-in-washington-state-more-than-half-in-core-product-and-engineering-roles/,0,0.19711236655712128,Non-Financial
TSLA,Company,CATEGORY_BUSINESS,business,"Amazon layoffs hit nearly 2,200 in Washington state, more than half in core product and engineering roles - GeekWire","Software development roles account for the largest share of the layoffs, with engineering management, program management, and technical product roles also hit hard.",GeekWire,2026-02-02T16:48:21Z,Negative,0.9493752717971802,0.9493752717971802,0.0506247505545616,https://www.geekwire.com/2026/amazon-layoffs-hit-nearly-2200-in-washington-state-more-than-half-in-core-product-and-engineering-roles/,0,0.19711236655712128,Non-Financial
ENGI,Company,CATEGORY_BUSINESS,business,"Amazon layoffs hit nearly 2,200 in Washington state, more than half in core product and engineering roles - GeekWire","Software development roles account for the largest share of the layoffs, with engineering management, program management, and technical product roles also hit hard.",GeekWire,2026-02-02T16:48:21Z,Negative,0.9493752717971802,0.9493752717971802,0.0506247505545616,https://www.geekwire.com/2026/amazon-layoffs-hit-nearly-2200-in-washington-state-more-than-half-in-core-product-and-engineering-roles/,0,0.19711236655712128,Non-Financial
AIR,Company,CATEGORY_BUSINESS,business,"EPA Advances Farmers’ Right to Repair Their Own Equipment, Saving Repair Costs and Productivity - U.S. Environmental Protection Agency (.gov)","Today, the U.S. Environmental Protection Agency (EPA) advanced American farmers and equipment owners’ lawful right to repair their farm and other nonroad diesel equipment.",Epa.gov,2026-02-02T16:38:12Z,Positive,0.9891274571418762,0.0108725912868976,0.9891274571418762,https://www.epa.gov/newsreleases/epa-advances-farmers-right-repair-their-own-equipment-saving-repair-costs-and,0,0.0018320325762033463,Non-Financial
TSLA,Company,CATEGORY_BUSINESS,business,The economic headache that's coming for Kevin Warsh - Politico,It’s far from clear that lowering short-term borrowing costs would trigger a hiring boom that would boost the president’s approval rating.,Politico,2026-02-02T16:21:20Z,Negative,0.9360424876213074,0.9360424876213074,0.063957467675209,https://www.politico.com/news/2026/02/02/economic-headache-warsh-fed-00759525,1,0.9972687363624573,Financial
HO,Company,CATEGORY_BUSINESS,business,The economic headache that's coming for Kevin Warsh - Politico,It’s far from clear that lowering short-term borrowing costs would trigger a hiring boom that would boost the president’s approval rating.,Politico,2026-02-02T16:21:20Z,Negative,0.9360424876213074,0.9360424876213074,0.063957467675209,https://www.politico.com/news/2026/02/02/economic-headache-warsh-fed-00759525,1,0.9972687363624573,Financial
UNKNOWN,Unknown,CATEGORY_BUSINESS,business,US Manufacturing Activity Expands by the Most Since 2022 - Bloomberg.com,"US manufacturing activity unexpectedly expanded in January at the fastest pace since 2022, energized by solid growth in new orders and production.",Bloomberg,2026-02-02T15:39:16Z,Positive,0.9928663969039916,0.0071336510591208,0.9928663969039916,https://www.bloomberg.com/news/articles/2026-02-02/us-manufacturing-activity-expands-by-the-most-since-2022,1,0.999629020690918,Financial
TSLA,Company,CATEGORY_BUSINESS,business,"Bitcoin steadies after weekend bloodbath saw price dip below $75,000 - Sherwood News","One expert warned if bitcoin breaks through a key support level of $73,000, the price could drop “below $60,000 by the end of February.”",Sherwood.news,2026-02-02T15:20:35Z,Negative,0.9532546997070312,0.9532546997070312,0.0467452630400657,https://sherwood.news/crypto/bitcoin-steadies-after-weekend-bloodbath-saw-price-dip-below-usd75-000/,0,5.5041644372977316e-05,Non-Financial
UNKNOWN,Unknown,CATEGORY_BUSINESS,business,Protesters gather at Target's Minneapolis HQ as new CEO starts first day - CBS News,"Anti-ICE protesters rallied outside of Target's headquarters in downtown Minneapolis Monday as Michael Fiddelke, the company's new CEO, starts his first day.",CBS News,2026-02-02T13:53:00Z,Negative,0.9722548723220824,0.9722548723220824,0.0277451034635305,https://www.cbsnews.com/minnesota/news/protests-planned-at-target-headquarters-as-new-ceo-starts-first-day/,1,0.9994823932647705,Financial
AAPL,Company,CATEGORY_BUSINESS,business,Does AI already have human-level intelligence? The evidence is clear - Nature,The vision of human-level machine intelligence laid out by Alan Turing in the 1950s is now a reality. Eyes unclouded by dread or hype will help us to prepare for what comes next.,Nature.com,2026-02-02T12:04:13Z,Negative,0.7714365720748901,0.7714365720748901,0.228563442826271,https://www.nature.com/articles/d41586-026-00285-6,0,5.707236414309591e-05,Non-Financial
TSLA,Company,CATEGORY_BUSINESS,business,Does AI already have human-level intelligence? The evidence is clear - Nature,The vision of human-level machine intelligence laid out by Alan Turing in the 1950s is now a reality. Eyes unclouded by dread or hype will help us to prepare for what comes next.,Nature.com,2026-02-02T12:04:13Z,Negative,0.7714365720748901,0.7714365720748901,0.228563442826271,https://www.nature.com/articles/d41586-026-00285-6,0,5.707236414309591e-05,Non-Financial
UNKNOWN,Unknown,CATEGORY_HEALTH,health,Pontarddulais man on living with 'world's most painful condition' - BBC,Trigeminal neuralgia is a rare condition where something as simple as a gust of wind can cause excruciating pain.,BBC News,2026-02-03T06:09:52Z,Negative,0.9512411952018738,0.9512411952018738,0.0487588010728359,https://www.bbc.com/news/articles/c5y2z2v964zo,0,5.318685361999087e-05,Non-Financial
UNKNOWN,Unknown,CATEGORY_HEALTH,health,Emerging bat virus found in stored throat swabs from 5 patients with suspected Nipah virus infection - CIDRAP,,Umn.edu,2026-02-02T21:48:25Z,Positive,0.8011174201965332,0.1988825350999832,0.8011174201965332,https://www.cidrap.umn.edu/misc-emerging-topics/emerging-bat-virus-found-stored-throat-swabs-5-patients-suspected-nipah-virus,0,3.145477967336774e-05,Non-Financial
AIR,Company,CATEGORY_HEALTH,health,"Person with measles traveled through Dulles airport, officials say - The Washington Post",Public health officials are warning of possible exposures to measles after a passenger with the contagious disease recently traveled through Dulles airport.,The Washington Post,2026-02-02T21:46:54Z,Negative,0.9505191445350648,0.9505191445350648,0.0494808107614517,https://www.washingtonpost.com/dc-md-va/2026/02/02/measles-virginia-exposure-dulles-airport/,1,0.5804538130760193,Financial
TSLA,Company,CATEGORY_HEALTH,health,Heart disease risk rises faster for men than women by the mid-30s - CNN,"Men face a higher risk of cardiovascular disease earlier than women, so heart health awareness, prevention and early detection are key decades sooner than many may think.",CNN,2026-02-02T20:33:54Z,Positive,0.9277708530426024,0.0722291842103004,0.9277708530426024,https://www.cnn.com/2026/02/02/health/heart-disease-wellness,0,0.05983816459774971,Non-Financial
HO,Company,CATEGORY_HEALTH,health,A century of hair samples proves leaded gas ban worked - Ars Technica,“We should not forget the lessons of history. And the lesson is those regulations have been very important.”...,Ars Technica,2026-02-02T20:00:35Z,Positive,0.8700089454650879,0.1299910843372345,0.8700089454650879,https://arstechnica.com/science/2026/02/a-century-of-hair-samples-proves-leaded-gas-ban-worked/,0,4.364034248283133e-05,Non-Financial
ENGI,Company,CATEGORY_HEALTH,health,A century of hair samples proves leaded gas ban worked - Ars Technica,“We should not forget the lessons of history. And the lesson is those regulations have been very important.”...,Ars Technica,2026-02-02T20:00:35Z,Positive,0.8700089454650879,0.1299910843372345,0.8700089454650879,https://arstechnica.com/science/2026/02/a-century-of-hair-samples-proves-leaded-gas-ban-worked/,0,4.364034248283133e-05,Non-Financial
TTE,Company,CATEGORY_HEALTH,health,A century of hair samples proves leaded gas ban worked - Ars Technica,“We should not forget the lessons of history. And the lesson is those regulations have been very important.”...,Ars Technica,2026-02-02T20:00:35Z,Positive,0.8700089454650879,0.1299910843372345,0.8700089454650879,https://arstechnica.com/science/2026/02/a-century-of-hair-samples-proves-leaded-gas-ban-worked/,0,4.364034248283133e-05,Non-Financial
AIR,Company,CATEGORY_HEALTH,health,A century of hair samples proves leaded gas ban worked - Ars Technica,“We should not forget the lessons of history. And the lesson is those regulations have been very important.”...,Ars Technica,2026-02-02T20:00:35Z,Positive,0.8700089454650879,0.1299910843372345,0.8700089454650879,https://arstechnica.com/science/2026/02/a-century-of-hair-samples-proves-leaded-gas-ban-worked/,0,4.364034248283133e-05,Non-Financial
TTE,Company,CATEGORY_HEALTH,health,"4 Supplements That Could Actually Improve Your Brain Health, According to Experts - EatingWell","Discover 4 supplements that experts recommend for better brain health, plus practical tips for focus, memory and mental clarity.",Eatingwell.com,2026-02-02T20:00:00Z,Positive,0.9914454221725464,0.0085546020418405,0.9914454221725464,https://www.eatingwell.com/supplements-for-better-brain-health-11897456,0,0.00011126855679322034,Non-Financial
